iter	MultiClass
495	0.004442674535
496	0.004431497399
497	0.004419374992
498	0.004415104887
499	0.004400845326
500	0.004391776003
501	0.004380366042
502	0.004377797191
503	0.004373767114
504	0.004365522388
505	0.004355840684
506	0.00434384454
507	0.004330645824
508	0.004320608064
509	0.00430922362
510	0.004287957627
511	0.004269151606
512	0.004263598932
513	0.004257378943
514	0.004254454108
515	0.00424737774
516	0.004232649122
517	0.004214168434
518	0.004211985153
519	0.004203582342
520	0.0041981073
521	0.004180797337
522	0.00416990272
523	0.004153890599
524	0.004144696311
525	0.004135945025
526	0.004130559373
527	0.004123315908
528	0.004114629024
529	0.004110122078
530	0.004103833795
531	0.00409977234
532	0.004090346776
533	0.004077524392
534	0.004075681139
535	0.004069435999
536	0.004057469062
537	0.004044155702
538	0.004027082861
539	0.00401954384
540	0.004006338831
541	0.003996659974
542	0.0039923739
543	0.003985422532
544	0.003973678499
545	0.003966411189
546	0.003956048881
547	0.003947446564
548	0.003940625897
549	0.003931981202
550	0.003921301362
551	0.003916055015
552	0.003902077057
553	0.003899258776
554	0.003890978504
555	0.00388430305
556	0.003882342471
557	0.003869839976
558	0.003863537386
559	0.0038474816
560	0.003834246267
561	0.003823019833
562	0.003815900282
563	0.003810672036
564	0.003799757195
565	0.003796564986
566	0.003784686441
567	0.003778541855
568	0.003771840601
569	0.00376605683
570	0.003760618266
571	0.003753452119
572	0.003744910611
573	0.003740532121
574	0.003729945245
575	0.003726904778
576	0.003722201783
577	0.003717199031
578	0.003713171103
579	0.003706034608
580	0.003692769227
581	0.003684581896
582	0.003680198176
583	0.003677804097
584	0.003662908634
585	0.003654501892
586	0.003639312282
587	0.003629681131
588	0.003618525213
589	0.003607046828
590	0.003596789101
591	0.003591611929
592	0.003585885725
593	0.003582295839
594	0.003575588579
595	0.003566983079
596	0.003559249234
597	0.003552866636
598	0.003544120814
599	0.003538891116
600	0.00353405769
601	0.003525690561
602	0.003521337065
603	0.003518208952
604	0.003511589233
605	0.003501252859
606	0.003491330731
607	0.003487008126
608	0.003485605284
609	0.003477045095
610	0.003469688271
611	0.003459992972
612	0.003449031993
613	0.003442271428
614	0.003436111344
615	0.003429393772
616	0.003421736489
617	0.003416362001
618	0.0034134707
619	0.003406047263
620	0.003400735446
621	0.003395958904
622	0.003383524051
623	0.003372780292
624	0.003353720896
625	0.003346942609
626	0.003341866525
627	0.003334383053
628	0.003329866356
629	0.003322400782
630	0.003321139546
631	0.003310871567
632	0.003305848232
633	0.003299919145
634	0.003292705423
635	0.003279781365
636	0.003275904398
637	0.003266358799
638	0.003255319252
639	0.003252349226
640	0.003241397197
641	0.003230603696
642	0.003218268327
643	0.003212040749
644	0.003208052266
645	0.003196826255
646	0.003188807854
647	0.003185296911
648	0.003178163455
649	0.003166864
650	0.003161100538
651	0.003156297011
652	0.003149356023
653	0.003146072927
654	0.003140353168
655	0.003129764231
656	0.003123302147
657	0.003121340153
658	0.003119841587
659	0.003116434409
660	0.00310974675
661	0.00310844935
662	0.003102870548
663	0.00309761636
664	0.003089495179
665	0.003080407089
666	0.003074132827
667	0.00307220502
668	0.00306667002
669	0.003059611756
670	0.003056749344
671	0.003050394737
672	0.003041909248
673	0.003035434806
674	0.003030285911
675	0.003024689183
676	0.003020105521
677	0.003009756883
678	0.003007201255
679	0.003003031434
680	0.002995050593
681	0.002990168982
682	0.002985246095
683	0.00298366292
684	0.002980556577
685	0.002976764273
686	0.002972549533
687	0.002969679154
688	0.002956202329
689	0.002952466812
690	0.002946255215
691	0.002944324185
692	0.002942714692
693	0.002936401935
694	0.002930509383
695	0.002927806932
696	0.002920350808
697	0.002916711549
698	0.002912322281
699	0.002911078128
700	0.002908910086
701	0.002904618261
702	0.002897540241
703	0.002893848837
704	0.002890234952
705	0.002885547579
706	0.002881259849
707	0.002873451036
708	0.002867270532
709	0.002862472504
710	0.002856838115
711	0.002851333547
712	0.002849649741
713	0.00284552495
714	0.002836041631
715	0.002833177028
716	0.002827838033
717	0.002826217895
718	0.002822098757
719	0.002813845185
720	0.002811719073
721	0.002807028283
722	0.002804414472
723	0.002798509604
724	0.002790312601
725	0.00278386753
726	0.002780818099
727	0.002776809231
728	0.0027721397
729	0.002765955077
730	0.002764133553
731	0.002761903436
732	0.002756787864
733	0.002749997671
734	0.002748247039
735	0.002742311186
736	0.002738217269
737	0.00273492858
738	0.002732886595
739	0.002730008412
740	0.002724614595
741	0.002721347475
742	0.002714935211
743	0.002711686549
744	0.002702036271
745	0.002700485978
746	0.002696990329
747	0.002692085333
748	0.0026894665
749	0.002680942281
750	0.002678884329
751	0.00267470078
752	0.002673248134
753	0.002670827759
754	0.002668100033
755	0.002666402515
756	0.002658413342
757	0.002654192504
758	0.002652918969
759	0.002648524474
760	0.002645474208
761	0.002643501355
762	0.002639186349
763	0.002636160005
764	0.002633298257
765	0.002628567858
766	0.002625467772
767	0.002618674061
768	0.002611970163
769	0.002608093089
770	0.002600424452
771	0.002595062038
772	0.002590816972
773	0.002589194821
774	0.002578617415
775	0.002571687223
776	0.002568485047
777	0.00256394307
778	0.002561359273
779	0.00256017678
780	0.002556732034
781	0.002552150264
782	0.002549351713
783	0.002545172789
784	0.002540580158
785	0.002534738345
786	0.002529306521
787	0.002526881965
788	0.002522411364
789	0.00252140638
790	0.002518706583
791	0.002515252195
792	0.002511591973
793	0.002508990078
794	0.00250573225
795	0.002504313215
796	0.002497747223
797	0.002496466474
798	0.002493910624
799	0.002489584297
800	0.002482872944
801	0.002480572934
802	0.002477648604
803	0.002472085074
804	0.002468404931
805	0.002464093794
806	0.002461220213
807	0.00245843523
808	0.002453635162
809	0.002451141577
810	0.00244391596
811	0.002438454141
812	0.002435034185
813	0.002433523763
814	0.002428773996
815	0.0024246588
816	0.002421799231
817	0.00242096413
818	0.002419304713
819	0.002411597604
820	0.002408008459
821	0.002405143688
822	0.002398868715
823	0.002395356606
824	0.00239018518
825	0.002388462613
826	0.002385572763
827	0.002384760918
828	0.002381333645
829	0.002378228113
830	0.00237606921
831	0.002372205836
832	0.002369962724
833	0.002368083514
834	0.002365493788
835	0.002364213217
836	0.002361348106
837	0.002357119513
838	0.002351984654
839	0.002346415416
840	0.002344768573
841	0.002341827839
842	0.002338799082
843	0.002335296395
844	0.00233206333
845	0.002329934492
846	0.002328330956
847	0.002322302245
848	0.002318155014
849	0.002312698141
850	0.002309580941
851	0.002307990549
852	0.002303554059
853	0.002300952225
854	0.002295858542
855	0.002294622856
856	0.002293337312
857	0.0022899413
858	0.002287531575
859	0.002284578817
860	0.002278276172
861	0.002277009809
862	0.002272221811
863	0.002269025291
864	0.002265205758
865	0.002263025478
866	0.002255869539
867	0.002254878542
868	0.002253029436
869	0.002247145686
870	0.002241852817
871	0.00224004012
872	0.002235150972
873	0.002231242249
874	0.002228424858
875	0.002226246785
876	0.002223448858
877	0.002221693936
878	0.002218610083
879	0.002217901758
880	0.002215196769
881	0.002213679435
882	0.002209226222
883	0.002206873463
884	0.002202186612
885	0.002198499546
886	0.002195786026
887	0.002192160162
888	0.002190570944
889	0.002188220919
890	0.002184285986
891	0.002180648162
892	0.002179645722
893	0.002178034985
894	0.002177355001
895	0.002174744454
896	0.002172268236
897	0.002169137603
898	0.002165823993
899	0.002161804918
900	0.002156900976
901	0.002155023052
902	0.002149493544
903	0.002145311526
904	0.002143137837
905	0.002138855331
906	0.002134071495
907	0.002128403655
908	0.002125679447
909	0.002121313245
910	0.002120265873
911	0.002119760133
912	0.002114338802
913	0.00211348054
914	0.002112144734
915	0.002109298874
916	0.002105726631
917	0.002103284094
918	0.002100116697
919	0.002098376357
920	0.002094949799
921	0.002093571893
922	0.00209056382
923	0.002088573628
924	0.002085592282
925	0.00208274589
926	0.002081133567
927	0.002079003797
928	0.002075980473
929	0.002074129843
930	0.002072656046
931	0.002068575264
932	0.002067499102
933	0.002065675649
934	0.002064149856
935	0.002063278911
936	0.002061320424
937	0.002057714787
938	0.002054186337
939	0.002052154825
940	0.002048737077
941	0.002046946961
942	0.002045924826
943	0.002043666203
944	0.002042631907
945	0.002039559741
946	0.002038921308
947	0.002036789637
948	0.002036388903
949	0.002034528512
950	0.002032035623
951	0.002026097332
952	0.002024256987
953	0.002022661021
954	0.002019959219
955	0.002018458997
956	0.002012913832
957	0.002010916004
958	0.002008691382
959	0.002006798374
960	0.002004538448
961	0.002003102248
962	0.002002381445
963	0.001999804786
964	0.001996687606
965	0.001995470993
966	0.001993371428
967	0.001992397885
968	0.001991747702
969	0.001990383745
970	0.001988073301
971	0.001984590805
972	0.001982849692
973	0.001980842457
974	0.001979670158
975	0.001978027364
976	0.001975184499
977	0.001972524866
978	0.00196976704
979	0.001964845599
980	0.001962923391
981	0.00195893715
982	0.001954974264
983	0.001953695552
984	0.001952005787
985	0.001950526981
986	0.001949303207
987	0.001946522097
988	0.00194505382
989	0.001942223045
990	0.001939706761
991	0.001938846392
992	0.001937531755
993	0.001935924776
994	0.001934502026
995	0.001933591356
996	0.001931925681
997	0.001930094347
998	0.0019287366
999	0.001927793224
.0016413165
997	0.001639204662
998	0.001636880163
999	0.001634420436
